date,dissolved_oxygen,water_temperature
2006-03-21,12.207692307692307,10.261538461538462
2006-04-18,11.646153846153847,18.569230769230767
2006-05-02,10.976923076923075,18.338461538461537
2006-06-26,7.607692307692307,18.69846153846154
2006-07-06,9.830769230769231,15.12307692307692
2006-08-29,9.909090909090908,16.327272727272728
2006-09-06,11.507692307692308,16.53846153846154
2006-10-06,6.0,11.9
2006-11-06,9.037692307692309,11.546153846153844
2006-12-06,12.623076923076923,8.746153846153847
2007-01-07,12.64,8.533333333333333
2007-02-07,11.881818181818181,12.509090909090908
2007-03-07,10.869230769230768,14.592307692307692
2007-04-07,11.700000000000001,15.9
2007-05-07,8.863636363636363,15.290909090909087
2007-06-07,10.761538461538462,16.753846153846155
2007-07-07,10.2875,15.483333333333334
2007-08-07,8.25153846153846,14.13846153846154
2007-09-07,12.698461538461537,15.938461538461537
2007-10-07,8.638461538461538,14.130769230769232
2007-12-01,9.370769230769232,8.607692307692309
2008-01-08,11.540769230769229,9.276923076923078
2008-02-08,11.432307692307692,10.207692307692307
2008-03-08,11.143333333333333,10.708333333333334
2008-04-08,12.30076923076923,15.615384615384615
2008-05-08,11.43,13.599999999999996
2008-06-08,10.823846153846151,14.43846153846154
2008-07-08,11.44076923076923,14.73076923076923
2008-08-18,12.033076923076921,16.115384615384617
2008-09-08,9.58076923076923,17.30769230769231
2008-10-08,9.91769230769231,11.22307692307692
2008-11-08,11.01923076923077,9.799999999999999
2008-12-01,11.02076923076923,9.484615384615386
2009-01-09,13.130769230769232,8.861538461538462
2009-02-09,13.454615384615384,10.507692307692308
2009-03-09,13.91769230769231,13.56153846153846
2009-04-09,14.73230769230769,14.146153846153844
2009-05-09,11.637692307692307,12.392307692307694
2009-06-09,11.897692307692308,13.907692307692306
2009-07-09,13.155384615384614,13.453846153846152
2009-08-05,11.37846153846154,15.230769230769228
2009-09-18,10.644615384615385,15.861538461538462
2009-10-02,8.632307692307693,12.561538461538458
2009-11-06,9.672307692307694,11.284615384615385
2009-12-04,10.444615384615386,10.746153846153845
2010-01-27,11.493846153846155,10.307692307692305
2010-02-19,13.801538461538463,11.446153846153846
2010-03-12,14.183846153846154,12.047692307692305
2010-04-11,12.709999999999999,12.83076923076923
2010-05-11,10.800769230769232,17.361538461538462
2010-07-10,9.926153846153845,16.546153846153846
2010-08-24,10.173076923076922,14.492307692307692
2010-09-28,10.254615384615384,16.876923076923077
2010-10-10,11.029230769230768,15.015384615384617
2010-11-16,9.403076923076922,10.984615384615383
2010-12-07,12.940769230769227,8.846153846153847
2011-01-31,13.202000000000002,9.65
2011-02-22,13.289999999999997,9.394545454545455
2011-03-30,12.05,10.730769230769228
2011-04-11,11.023076923076925,12.861538461538462
2011-05-10,12.95923076923077,15.069230769230767
2011-06-08,10.573846153846155,13.86923076923077
2011-07-11,10.37846153846154,14.569230769230769
2011-08-20,9.849230769230768,15.63076923076923
2011-09-11,9.923846153846153,15.046153846153844
2011-10-11,10.753076923076925,14.076923076923075
2011-11-11,9.927692307692308,12.138461538461538
2011-12-16,10.00923076923077,10.72307692307692
2012-02-12,11.024000000000001,9.190000000000001
2012-04-12,12.456,13.540000000000001
2012-06-12,9.978,13.379999999999999
2012-08-15,7.508,15.26
2012-10-09,14.572999999999999,12.4
2012-12-04,11.127999999999998,12.010000000000002
2013-02-15,11.017000000000001,11.33
2013-04-13,13.519,13.443000000000001
2013-06-06,10.469,12.99
2013-08-13,11.452000000000002,16.68
2013-10-25,11.419,11.04
2013-12-06,10.265,10.58
2014-02-28,10.258,9.99
2014-04-18,13.23,12.89
2014-06-13,10.193000000000001,13.809999999999999
2014-08-14,10.42,14.219999999999999
2014-10-06,17.062,13.070000000000002
2014-12-02,11.365,8.93
2015-02-06,13.249999999999996,8.51
2015-04-17,13.010000000000002,15.52
2015-06-02,10.209999999999999,12.639999999999999
2015-08-19,9.33,13.38
2015-10-08,11.61,13.640000000000004
2015-12-04,11.77,10.139999999999999
2016-02-10,13.015,10.079999999999998
2016-04-06,13.761000000000001,11.930000000000001
2016-06-13,12.872,13.930000000000001
2016-11-30,9.65,11.766666666666666
2017-01-06,9.3,12.3
2017-02-15,11.4,9.328571428571427
2017-03-08,10.414285714285713,11.12857142857143
2017-04-12,12.22857142857143,15.642857142857142
2017-05-03,12.385714285714286,13.9
2017-06-12,10.228571428571428,14.042857142857143
2017-07-11,9.985714285714286,13.942857142857141
2017-08-09,8.77142857142857,14.442857142857141
2017-09-13,9.957142857142857,14.214285714285714
2017-10-06,9.55,12.040000000000001
2017-10-09,8.933333333333334,16.833333333333332
2017-11-09,10.214285714285714,9.714285714285717
2017-12-04,11.614285714285714,9.957142857142857
2018-01-15,14.714285714285714,5.414285714285714
2018-02-06,12.885714285714286,9.014285714285714
2018-03-05,10.114285714285714,10.428571428571429
2018-05-01,11.271428571428572,15.985714285714286
2018-06-11,9.700000000000001,12.87142857142857
2018-07-16,8.8875,13.325
2018-08-09,7.764285714285715,14.928571428571429
2018-09-17,10.962857142857144,13.242857142857144
2018-10-08,11.777142857142858,14.057142857142859
2018-11-05,10.664285714285713,11.042857142857144
2018-12-10,12.3,8.9
